x1 (asset price),x5 (call price)
0.195957701645901,31.8046736794528
0.302113572704755,37.0781981181827
0.0500400311860707,28.5105545684506
0.155816400421144,30.2133030695399
0.10136456178599,28.8067120708323
0.0823185081690792,28.5961578030275
0.115191073982185,29.0570543548149
0.170946254465067,30.7715468240284
0.188868615980734,31.4996892065526
0.238585856901175,33.7936214946167
0.196718080041153,31.8378996739961
0.289826825138866,36.4228210544194
0.121558287406031,29.1990873231238
0.357341102736831,40.0967920155926
0.0595856576192742,28.5151595640888
0.284663628562441,36.1497718980569
0.196056680828494,31.8089932738831
0.245541439956013,34.1382191033316
0.0991354285083318,28.774051718206
0.119335521179708,29.1476594158014
0.330260599036438,38.6042741186194
0.388891551501789,41.8553741210936
0.159698462355735,30.3510076964762
0.29231291548426,36.5548122451907
0.356736203303613,40.0632539042937
0.363112332226347,40.4171594339768
0.0797654739794223,28.5791768330543
0.0636691741315088,28.5203349251449
0.109440646847599,28.9430599028044
0.357349876200295,40.0972785107923
0.0844213918415675,28.6120145855198
0.197387668751768,31.8672379618031
0.385261335552676,41.6522459263414
0.236607849740556,33.6964912332984
0.292156989882666,36.5465242776436
0.160430470852122,30.3774194611291
0.290275324688554,36.4466084388401
0.342118985164081,39.2554239536861
0.0564008970704671,28.5127376563494
0.312550510230739,37.6404353388515
0.396101381117273,42.2592649862885
0.311857979032944,37.6029854841016
0.148155397222542,29.9538101652753
0.326247764958021,38.3849120570084
0.0861291023021747,28.6261772261124
0.206762734161567,32.2854945857833
0.368008426082583,40.6894638379242
0.152764951930788,30.1079415994835
0.150721368505222,30.0388479364491
0.0955100002413972,28.7255483615057
0.056778435254604,28.5129656751671
0.287592436528962,36.3044767124012
0.124069840600021,29.259522986231
0.142941330780279,29.787131120262
0.222050605748118,32.9946178918991
0.0686768907909781,28.5310419637387
0.250941161922205,34.4088208007115
0.101355001217034,28.80656737718
0.256256937916149,34.6776699036337
0.294915426007326,36.6933298610903
0.085817050089739,28.6235018231707
0.194919595736849,31.7594685073008
0.293040055204711,36.5934788724251
0.194962744334416,31.7613438218234
0.0674837106311305,28.5279779604426
0.237563742070429,33.7433810453887
0.282328125826926,36.0267581202693
0.230211189220408,33.3851720149498
0.380608164596785,41.3921343050523
0.255294264175698,34.6288083941032
0.366190670350759,40.5883136141674
0.0981161464511831,28.7598379974758
0.0987467215377655,28.7685779459942
0.332586951048333,38.7316824072308
0.189186892944937,31.5131909304596
0.107873968990926,28.9144179894244
0.374628003138612,41.0583076238435
0.171718050910927,30.8015053048357
0.312784236097654,37.6530788694074
0.304099294872658,37.1848007671662
0.359157131922033,40.1975273122032
0.268285272469463,35.2942232071344
0.312829851909568,37.6555467393464
0.172114419692245,30.8169432591491
0.144474762117759,29.8352790740716
0.363560176368623,40.4420479872523
0.199831916454953,31.9749556509006
0.387694016501935,41.7883478060706
0.282204524236457,36.0202567581198
0.267593502073193,35.2584754933515
0.0901610905336813,28.6643402799011
0.382321240547475,41.4878600954761
0.207469246717979,32.3175565989408
0.252436365035496,34.4842023693
0.192847880966448,31.6698029573297
0.13295944308506,29.4924878611206
0.366182832196789,40.5878775873879
0.2507878203353,34.4011008183014
0.0510046144609056,28.5107316424406
0.266000719767253,35.1762961034295
0.164325715620234,30.5202650238023
0.234470335790163,33.5919786099479
0.360079734758771,40.2487308086367
0.175044416000875,30.932144465503
0.36798730282193,40.6882880722145
0.268176040527131,35.2885763393156
0.0555374349962947,28.5122676189446
0.375303031810316,41.095961533917
0.291813921130923,36.5282935048756
0.399062997658018,42.4253352690779
0.110319177920865,28.9595775982171
0.0979975123701072,28.7582130240702
0.376408412063007,41.1576366330943
0.293886356521465,36.6385165001049
0.0731000604527219,28.5456813016121
0.314412068410863,37.741198129533
0.313856665961436,37.7111207149878
0.373058587441269,40.9707923352507
0.299033665519965,36.913216713864
0.0934948366902576,28.7010495902519
0.0569580468439285,28.5130792239596
0.0591738454072017,28.5147773349452
0.0599072708072781,28.5154740091113
0.136173873661066,29.5837100962459
0.351009782039011,39.7461634779975
0.238590872519579,33.7938682878061
0.243487692540018,34.0359915948271
0.344710812325862,39.3982737833141
0.0934606602919689,28.7006491822185
0.147714287653899,29.9393879668825
0.255015745010401,34.614685952146
0.389358511911886,41.8815147808325
0.246360576739498,34.1791011747219
0.0565265512805301,28.5128119688274
0.330221435438216,38.6021306976098
0.131540995844357,29.4533842780861
0.332486818466573,38.7261949082926
0.18575122542246,31.3684354722124
0.3522396490958,39.8142016331162
0.311492574958015,37.5832334904839
0.244684081896647,34.0954954996514
0.0977593289812398,28.7549690167083
0.0709711913292741,28.5379566332315
0.0924702095092581,28.6892627217807
0.0655931574906666,28.5238038779249
0.0876229451871325,28.6395335342188
0.128998268512749,29.3850929792058
0.299546143133937,36.9406374827868
0.24590094371895,34.1561539218852
0.0543945930556906,28.5117457510463
0.0751909978913204,28.5546018548523
0.388546715500095,41.8360717519977
0.24883516167198,34.3029728906341
0.121152632131347,29.1895563613906
0.138314010599613,29.6464049497675
0.310339048926283,37.5209154588527
0.118400318388262,29.1266083739766
0.25347562454564,34.5367088663877
0.389506996180909,41.8898275532465
0.346390080521512,39.4909216191131
0.133946715701655,29.5201238417824
0.222819399994055,33.0310770312716
0.266984501433483,35.2270328795655
0.340143314842563,39.1466559784246
0.10487698812613,28.8625557611726
0.0565016707620933,28.5127971306708
0.0745077503017278,28.5515355215146
0.220220788827961,32.908132164371
0.262215311578666,34.9817265576807
0.249098002980268,34.3161621449251
0.161076843262756,30.4008565574683
0.396015654044357,42.2544592380391
0.252910826736029,34.5081623279169
0.183049410418243,31.256169394137
